DEU;DE-BW;Stuttgart
DEU;DE-BW;Karlsruhe
DEU;DE-BW;Mannheim
DEU;DE-BW;Freiburg im Breisgau
DEU;DE-BW;Heidelberg
DEU;DE-BY;München (Munich)
DEU;DE-BY;Nürnberg (Nuremberg)
DEU;DE-BY;Augsburg
DEU;DE-BY;Regensburg
DEU;DE-BY;Würzburg
DEU;DE-BE;Berlin
DEU;DE-BB;Potsdam
DEU;DE-BB;Cottbus
DEU;DE-BB;Brandenburg an der Havel
DEU;DE-BB;Frankfurt (Oder)
DEU;DE-HB;Bremen
DEU;DE-HB;Bremerhaven
DEU;DE-HH;Hamburg
DEU;DE-HE;Wiesbaden
DEU;DE-HE;Frankfurt am Main
DEU;DE-HE;Darmstadt
DEU;DE-HE;Kassel
DEU;DE-HE;Gießen
DEU;DE-MV;Schwerin
DEU;DE-MV;Rostock
DEU;DE-MV;Stralsund
DEU;DE-MV;Greifswald
DEU;DE-NI;Hannover
DEU;DE-NI;Braunschweig
DEU;DE-NI;Osnabrück
DEU;DE-NI;Oldenburg
DEU;DE-NI;Göttingen
DEU;DE-NW;Düsseldorf
DEU;DE-NW;Köln (Cologne)
DEU;DE-NW;Dortmund
DEU;DE-NW;Essen
DEU;DE-NW;Duisburg
DEU;DE-NW;Bochum
DEU;DE-NW;Wuppertal
DEU;DE-NW;Bonn
DEU;DE-NW;Münster
DEU;DE-NW;Bielefeld
DEU;DE-RP;Mainz
DEU;DE-RP;Ludwigshafen am Rhein
DEU;DE-RP;Koblenz
DEU;DE-RP;Trier
DEU;DE-RP;Kaiserslautern
DEU;DE-SL;Saarbrücken
DEU;DE-SN;Dresden
DEU;DE-SN;Leipzig
DEU;DE-SN;Chemnitz
DEU;DE-SN;Zwickau
DEU;DE-ST;Magdeburg
DEU;DE-ST;Halle (Saale)
DEU;DE-ST;Dessau-Roßlau
DEU;DE-ST;Wittenberg
DEU;DE-SH;Kiel
DEU;DE-SH;Lübeck
DEU;DE-SH;Flensburg
DEU;DE-SH;Neumünster
DEU;DE-TH;Erfurt
DEU;DE-TH;Jena
DEU;DE-TH;Gera
DEU;DE-TH;Weimar
