MEX;MX-AG;Aguascalientes
MEX;MX-AG;Jesús María
MEX;MX-AG;Calvillo
MEX;MX-BC;Tijuana
MEX;MX-BC;Mexicali
MEX;MX-BC;Ensenada
MEX;MX-BC;Rosarito
MEX;MX-BS;La Paz
MEX;MX-BS;Cabo San Lucas
MEX;MX-BS;San José del Cabo
MEX;MX-BS;Ciudad Constitución
MEX;MX-CM;Campeche
MEX;MX-CM;Ciudad del Carmen
MEX;MX-CM;Champotón
MEX;MX-CS;Tuxtla Gutiérrez
MEX;MX-CS;San Cristóbal de las Casas
MEX;MX-CS;Tapachula
MEX;MX-CS;Comitán
MEX;MX-CH;Chihuahua
MEX;MX-CH;Ciudad Juárez
MEX;MX-CH;Delicias
MEX;MX-CH;Hidalgo del Parral
MEX;MX-CO;Saltillo
MEX;MX-CO;Torreón
MEX;MX-CO;Monclova
MEX;MX-CO;Piedras Negras
MEX;MX-CL;Colima
MEX;MX-CL;Manzanillo
MEX;MX-CL;Tecomán
MEX;MX-DG;Durango
MEX;MX-DG;Gómez Palacio
MEX;MX-DG;Lerdo
MEX;MX-DG;Ciudad Lerdo
MEX;MX-GT;León
MEX;MX-GT;Guanajuato
MEX;MX-GT;Irapuato
MEX;MX-GT;Celaya
MEX;MX-GT;Salamanca
MEX;MX-GT;San Miguel de Allende
MEX;MX-GT;Silao
MEX;MX-GR;Acapulco
MEX;MX-GR;Chilpancingo
MEX;MX-GR;Zihuatanejo
MEX;MX-HG;Pachuca
MEX;MX-HG;Tulancingo
MEX;MX-HG;Tula de Allende
MEX;MX-HG;Tepeji del Río
MEX;MX-JA;Guadalajara
MEX;MX-JA;Zapopan
MEX;MX-JA;Tlaquepaque
MEX;MX-JA;Tonalá
MEX;MX-JA;Puerto Vallarta
MEX;MX-JA;Tepatitlán
MEX;MX-JA;Ocotlán
MEX;MX-JA;Ciudad Guzmán
MEX;MX-EM;Toluca
MEX;MX-EM;Naucalpan
MEX;MX-EM;Tlalnepantla
MEX;MX-EM;Ecatepec
MEX;MX-EM;Cuautitlán
MEX;MX-EM;Texcoco
MEX;MX-EM;Nezahualcóyotl
MEX;MX-EM;Chalco
MEX;MX-MI;Morelia
MEX;MX-MI;Uruapan
MEX;MX-MI;Zamora
MEX;MX-MI;Lázaro Cárdenas
MEX;MX-MI;Pátzcuaro
MEX;MX-MI;Apatzingán
MEX;MX-MO;Cuernavaca
MEX;MX-MO;Jiutepec
MEX;MX-MO;Temixco
MEX;MX-MO;Cuautla
MEX;MX-MO;Yautepec
MEX;MX-NA;Tepic
MEX;MX-NA;Bahía de Banderas
MEX;MX-NA;Compostela
MEX;MX-NA;Xalisco
MEX;MX-NL;Monterrey
MEX;MX-NL;San Nicolás de los Garza
MEX;MX-NL;Guadalupe
MEX;MX-NL;Apodaca
MEX;MX-NL;Santa Catarina
MEX;MX-NL;San Pedro Garza García
MEX;MX-NL;Escobedo
MEX;MX-NL;Linares
MEX;MX-OA;Oaxaca de Juárez
MEX;MX-OA;Salina Cruz
MEX;MX-OA;Huatulco
MEX;MX-OA;Juchitán de Zaragoza
MEX;MX-PU;Puebla
MEX;MX-PU;Tehuacán
MEX;MX-PU;Atlixco
MEX;MX-PU;San Martín Texmelucan
MEX;MX-QT;Querétaro
MEX;MX-QT;San Juan del Río
MEX;MX-QT;El Marqués
MEX;MX-QT;Corregidora
MEX;MX-QR;Cancún
MEX;MX-QR;Playa del Carmen
MEX;MX-QR;Chetumal
MEX;MX-QR;Tulum
MEX;MX-SL;San Luis Potosí
MEX;MX-SL;Soledad de Graciano Sánchez
MEX;MX-SL;Matehuala
MEX;MX-SL;Rioverde
MEX;MX-SI;Culiacán
MEX;MX-SI;Mazatlán
MEX;MX-SI;Los Mochis
MEX;MX-SI;Guamúchil
MEX;MX-SO;Hermosillo
MEX;MX-SO;Ciudad Obregón
MEX;MX-SO;Nogales
MEX;MX-SO;Guaymas
MEX;MX-SO;San Luis Río Colorado
MEX;MX-TB;Villahermosa
MEX;MX-TB;Cárdenas
MEX;MX-TB;Comalcalco
MEX;MX-TM;Ciudad Victoria
MEX;MX-TM;Tampico
MEX;MX-TM;Reynosa
MEX;MX-TM;Matamoros
MEX;MX-TM;Nuevo Laredo
MEX;MX-TL;Tlaxcala
MEX;MX-TL;Apizaco
MEX;MX-TL;Huamantla
MEX;MX-VE;Veracruz
MEX;MX-VE;Xalapa
MEX;MX-VE;Coatzacoalcos
MEX;MX-VE;Córdoba
MEX;MX-VE;Orizaba
MEX;MX-VE;Poza Rica
MEX;MX-YU;Mérida
MEX;MX-YU;Valladolid
MEX;MX-YU;Progreso
MEX;MX-YU;Tizimín
MEX;MX-ZA;Zacatecas
MEX;MX-ZA;Guadalupe
MEX;MX-ZA;Fresnillo
MEX;MX-ZA;Jerez
