BEL;BE-BRU;Bruxelles (Brussels)
BEL;BE-BRU;Ixelles
BEL;BE-BRU;Etterbeek
BEL;BE-BRU;Anderlecht
BEL;BE-BRU;Uccle
BEL;BE-BRU;Saint-Gilles
BEL;BE-BRU;Schaerbeek
BEL;BE-BRU;Molenbeek-Saint-Jean
BEL;BE-BRU;Evere
BEL;BE-BRU;Forest
BEL;BE-BRU;Woluwe-Saint-Pierre
BEL;BE-BRU;Woluwe-Saint-Lambert
BEL;BE-BRU;Auderghem
BEL;BE-VLG;Anvers (Antwerp)
BEL;BE-VLG;Gand (Ghent)
BEL;BE-VLG;Bruges
BEL;BE-VLG;Louvain (Leuven)
BEL;BE-VLG;Malines (Mechelen)
BEL;BE-VLG;Courtrai (Kortrijk)
BEL;BE-VLG;Ostende (Oostende)
BEL;BE-VLG;Hasselt
BEL;BE-VLG;Genk
BEL;BE-VLG;Saint-Nicolas (Sint-Niklaas)
BEL;BE-VLG;Roulers (Roeselare)
BEL;BE-WAL;Liège
BEL;BE-WAL;Namur
BEL;BE-WAL;Charleroi
BEL;BE-WAL;Mons
BEL;BE-WAL;Tournai
BEL;BE-WAL;Arlon
BEL;BE-WAL;Wavre
BEL;BE-WAL;Bastogne
BEL;BE-WAL;La Louvière
BEL;BE-WAL;Seraing
BEL;BE-WAL;Verviers
BEL;BE-WAL;Ottignies-Louvain-la-Neuve
BEL;BE-WAL;Marche-en-Famenne
BEL;BE-WAL;Dinant
BEL;BE-WAL;Châtelet
BEL;BE-WAL;Fleurus
BEL;BE-WAL;Comines-Warneton
BEL;BE-WAL;Gembloux
BEL;BE-WAL;Jambes
BEL;BE-WAL;Nivelles
