FRA;FR-ARA;Lyon
FRA;FR-ARA;Saint-Étienne
FRA;FR-ARA;Grenoble
FRA;FR-ARA;Annecy
FRA;FR-ARA;Chambéry
FRA;FR-ARA;Valence
FRA;FR-BFC;Dijon
FRA;FR-BFC;Besançon
FRA;FR-BFC;Chalon-sur-Saône
FRA;FR-BFC;Auxerre
FRA;FR-BFC;Nevers
FRA;FR-BRE;Rennes
FRA;FR-BRE;Brest
FRA;FR-BRE;Quimper
FRA;FR-BRE;Lorient
FRA;FR-CVL;Orléans
FRA;FR-CVL;Tours
FRA;FR-CVL;Blois
FRA;FR-CVL;Chartres
FRA;FR-CVL;Bourges
FRA;FR-COR;Ajaccio
FRA;FR-COR;Bastia
FRA;FR-GES;Strasbourg
FRA;FR-GES;Reims
FRA;FR-GES;Metz
FRA;FR-GES;Nancy
FRA;FR-HDF;Lille
FRA;FR-HDF;Amiens
FRA;FR-HDF;Dunkirk
FRA;FR-HDF;Roubaix
FRA;FR-HDF;Tourcoing
FRA;FR-IDF;Paris
FRA;FR-IDF;Versailles
FRA;FR-IDF;Boulogne-Billancourt
FRA;FR-IDF;Nanterre
FRA;FR-IDF;Créteil
FRA;FR-NOR;Caen
FRA;FR-NOR;Rouen
FRA;FR-NOR;Le Havre
FRA;FR-NOR;Cherbourg
FRA;FR-NAQ;Bordeaux
FRA;FR-NAQ;La Rochelle
FRA;FR-NAQ;Poitiers
FRA;FR-NAQ;Limoges
FRA;FR-NAQ;Périgueux
FRA;FR-OCC;Toulouse
FRA;FR-OCC;Montpellier
FRA;FR-OCC;Nîmes
FRA;FR-OCC;Perpignan
FRA;FR-OCC;Albi
FRA;FR-PDL;Nantes
FRA;FR-PDL;Angers
FRA;FR-PDL;Le Mans
FRA;FR-PDL;La Roche-sur-Yon
FRA;FR-PDL;Cholet
FRA;FR-PAC;Marseille
FRA;FR-PAC;Nice
FRA;FR-PAC;Toulon
FRA;FR-PAC;Avignon
FRA;FR-PAC;Aix-en-Provence
FRA;FR-GUA;Pointe-à-Pitre
FRA;FR-GUA;Les Abymes
FRA;FR-MQ;Fort-de-France
FRA;FR-MQ;Le Lamentin
FRA;FR-GF;Cayenne
FRA;FR-RE;Saint-Denis
FRA;FR-RE;Saint-Pierre
FRA;FR-YT;Mamoudzou
